,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY,WTI,국제 금
2014-07-16,1029.50,1012.29,1394.25,165.78,101.20,1299.60
2014-07-17,1026.80,1011.73,1389.57,165.53,103.19,1316.70
2014-07-18,1030.00,1015.88,1394.11,166.01,103.13,1309.20
2014-07-21,1027.50,1014.61,1389.80,165.56,104.59,1313.70
2014-07-22,1025.00,1009.65,1382.32,165.18,102.39,1306.10
2014-07-23,1024.00,1010.16,1379.12,165.25,103.12,1304.50
2014-07-24,1028.50,1013.50,1386.62,166.11,102.07,1290.60
2014-07-25,1027.00,1007.65,1380.60,165.87,102.09,1303.10
2014-07-28,1026.00,1007.07,1378.23,165.78,101.67,1303.30
2014-07-29,1024.20,1005.20,1376.32,165.70,100.97,1298.30
2014-07-30,1024.20,1002.45,1372.33,165.82,100.27,1294.90
2014-07-31,1030.70,1002.63,1380.83,166.90,98.17,1281.30
2014-08-01,1038.00,1007.96,1389.67,168.02,97.88,1293.60
2014-08-04,1033.00,1006.82,1386.70,167.22,98.29,1287.70
2014-08-05,1029.20,1003.31,1378.51,166.76,97.38,1284.00
2014-08-06,1032.70,1007.51,1380.82,167.47,96.92,1306.70
2014-08-07,1036.80,1013.29,1386.62,168.16,97.34,1310.80
2014-08-08,1036.00,1017.48,1387.93,168.25,97.65,1308.90
2014-08-11,1030.50,1009.40,1379.53,167.51,98.08,1308.50
2014-08-12,1027.50,1004.69,1372.74,166.84,97.37,1308.80
2014-08-13,1029.30,1004.10,1374.12,167.01,97.59,1312.80
2014-08-14,1021.70,997.46,1365.71,166.03,95.58,1313.90
2014-08-15,,,,,97.35,1304.50
2014-08-18,1017.50,992.88,1362.23,165.65,96.41,1297.70
2014-08-19,1017.50,991.81,1358.26,165.66,94.48,1295.10
2014-08-20,1021.50,989.15,1358.08,166.19,93.45,1293.40
2014-08-21,1022.50,984.21,1356.96,166.17,93.96,1273.70
2014-08-22,1018.00,981.30,1352.51,165.37,93.65,1278.60
2014-08-25,1020.00,980.30,1345.79,165.72,93.35,1277.30
2014-08-26,1016.80,978.92,1341.36,165.25,93.86,1283.80
2014-08-27,1014.00,975.47,1336.25,164.95,93.88,1281.90
2014-08-28,1014.30,977.83,1340.60,164.98,94.55,1288.70
2014-08-29,1014.00,975.84,1336.25,164.87,95.96,1285.80
2014-09-01,1012.00,971.68,1329.87,164.65,95.86,1286.40
2014-09-02,1018.50,971.39,1336.48,165.62,92.88,1263.70
2014-09-03,1018.60,970.93,1337.73,165.74,95.54,1268.90
2014-09-04,1018.00,970.73,1338.57,165.79,94.45,1265.10
2014-09-05,1025.00,974.24,1327.07,166.80,93.29,1265.80
2014-09-08,,,,,92.66,1252.70
2014-09-09,,,,,92.75,1246.80
2014-09-10,,,,,91.67,1243.50
2014-09-11,1036.00,968.77,1339.76,168.90,92.83,1237.40
2014-09-12,1034.20,964.56,1336.19,168.52,92.27,1229.90
2014-09-15,1038.80,967.77,1341.92,168.70,92.92,1233.60
2014-09-16,1036.20,967.96,1341.15,168.14,94.88,1235.20
2014-09-17,1035.00,965.03,1340.95,168.22,94.42,1234.40
2014-09-18,1039.50,958.06,1340.33,168.95,93.07,1225.70
2014-09-19,1044.50,958.96,1344.90,169.98,92.41,1215.30
2014-09-22,1043.00,956.44,1339.84,169.70,90.87,1216.80
2014-09-23,1039.50,959.04,1339.08,169.17,91.56,1221.00
2014-09-24,1038.00,955.71,1333.83,169.06,92.80,1218.60
2014-09-25,1043.50,955.06,1326.81,169.70,92.53,1221.20
2014-09-26,1044.50,958.43,1332.16,170.08,93.54,1214.10
2014-09-29,1056.00,963.24,1339.11,171.21,94.57,1217.50
2014-09-30,1055.00,962.85,1335.00,171.04,91.16,1210.50
2014-10-01,1063.50,968.31,1340.12,172.27,90.73,1214.60
2014-10-02,1060.90,978.33,1341.61,172.07,91.01,1214.20
2014-10-03,,,,,89.74,1192.20
2014-10-06,1068.50,976.24,1340.01,173.52,90.34,1206.70
2014-10-07,1067.60,984.42,1348.17,173.62,88.85,1211.70
2014-10-08,1074.00,994.17,1360.33,174.80,87.31,1205.30
2014-10-09,,,,,85.77,1224.60
2014-10-10,1073.00,993.06,1359.28,174.78,85.82,1221.00
2014-10-13,1068.00,993.40,1354.22,174.00,85.74,1229.30
2014-10-14,1064.50,995.42,1351.49,173.52,81.84,1233.60
2014-10-15,1064.70,993.38,1347.59,173.45,81.78,1244.10
2014-10-16,1062.00,1001.79,1358.40,173.03,82.70,1240.50
2014-10-17,1065.50,1000.38,1366.72,173.56,82.75,1238.30
2014-10-20,1060.00,989.91,1352.24,172.69,82.71,1244.00
2014-10-21,1054.50,988.66,1350.71,172.09,82.49,1251.00
2014-10-22,1051.40,984.27,1334.75,171.70,80.52,1244.80
2014-10-23,1056.10,982.05,1337.34,172.43,82.09,1228.50
2014-10-24,1058.00,977.73,1338.48,172.68,81.01,1231.20
2014-10-27,1052.50,975.26,1335.94,171.92,81.00,1229.10
2014-10-28,1049.30,972.20,1333.77,171.52,81.42,1229.20
2014-10-29,1047.70,969.91,1333.30,171.37,82.20,1224.30
2014-10-30,1057.30,968.40,1329.66,172.76,81.12,1198.10
2014-10-31,1067.50,957.66,1341.42,174.50,80.54,1171.10
2014-11-03,1073.60,951.18,1341.25,175.29,78.78,1169.40
2014-11-04,1078.10,948.78,1348.92,176.02,77.19,1167.40
2014-11-05,1087.00,949.59,1358.53,177.67,78.68,1145.40
2014-11-06,1086.00,947.48,1357.07,177.49,77.91,1142.30
2014-11-07,1093.50,949.55,1355.17,178.16,78.65,1169.60
2014-11-10,1085.10,951.34,1353.01,177.27,77.40,1159.60
2014-11-11,1095.60,946.60,1359.75,178.77,77.94,1162.80
2014-11-12,1095.50,950.46,1366.31,178.54,77.18,1158.90
2014-11-13,1096.30,948.85,1365.66,178.71,74.21,1161.10
2014-11-14,1100.30,946.33,1371.19,179.49,75.82,1185.00
2014-11-17,1095.40,943.82,1371.77,178.82,75.64,1183.00
2014-11-18,1099.30,941.67,1372.70,179.67,74.61,1196.70
2014-11-19,1106.60,942.91,1388.12,180.71,74.58,1193.60
2014-11-20,1115.00,939.90,1394.42,181.95,75.85,1190.70
2014-11-21,1113.00,943.94,1388.91,181.72,76.51,1197.50
2014-11-24,1113.50,941.65,1377.96,181.10,75.78,1195.50
2014-11-25,1110.90,941.20,1381.85,180.66,74.09,1197.10
2014-11-26,1108.00,940.34,1382.34,180.20,73.69,1196.60
2014-11-27,1097.50,934.44,1369.57,178.52,,
2014-11-28,1108.50,938.13,1378.97,179.88,66.15,1175.20
2014-12-01,1110.70,937.93,1382.82,180.33,69.00,1218.00
2014-12-02,1110.70,934.78,1382.27,180.60,66.88,1199.20
2014-12-03,1112.40,932.28,1371.81,180.94,67.38,1208.50
2014-12-04,1115.00,930.25,1373.79,181.17,66.81,1207.50
2014-12-05,1115.00,927.16,1379.37,181.20,65.84,1190.10
2014-12-08,1120.00,923.18,1373.12,181.38,63.05,1194.70
2014-12-09,1109.00,926.64,1370.39,179.04,63.82,1231.50
2014-12-10,1103.90,926.25,1367.07,178.62,60.94,1228.90
2014-12-11,1100.70,930.98,1370.70,177.73,59.95,1225.10
2014-12-12,1102.00,929.02,1368.57,178.08,57.81,1222.00
2014-12-15,1099.10,927.90,1367.72,177.46,55.91,1207.20
2014-12-16,1084.70,929.24,1353.49,175.17,55.93,1193.90
2014-12-17,1095.00,933.34,1365.14,176.72,56.47,1194.30
2014-12-18,1098.90,928.36,1354.17,176.72,54.36,1194.70
2014-12-19,1099.50,921.47,1350.19,176.71,57.13,1195.90
2014-12-22,1096.30,915.18,1344.61,176.38,55.26,1179.70
2014-12-23,1101.30,916.76,1347.66,176.90,57.12,1177.90
2014-12-24,1102.30,915.30,1344.48,177.10,55.84,1173.50
2014-12-25,,,,,55.84,
2014-12-26,1099.20,913.18,1340.47,176.92,54.73,1195.30
2014-12-29,1097.80,911.79,1337.34,176.12,53.61,1181.70
2014-12-30,1095.00,917.39,1333.49,176.12,54.12,1200.20
2014-12-31,1088.50,910.12,1322.42,175.05,53.27,1183.90
2015-01-01,,,,,53.27,
2015-01-02,1104.50,917.13,1330.59,177.36,52.69,1186.00
2015-01-05,1110.70,922.81,1328.40,178.33,50.04,1203.90
2015-01-06,1099.00,925.01,1312.98,176.76,47.93,1219.30
2015-01-07,1099.50,923.64,1306.98,176.98,48.65,1210.60
2015-01-08,1096.00,915.39,1294.16,176.30,48.79,1208.40
2015-01-09,1091.10,914.05,1287.93,175.69,48.36,1216.00
2015-01-12,1084.50,913.72,1281.23,174.92,46.07,1232.70
2015-01-13,1083.20,915.87,1280.23,174.63,45.89,1234.30
2015-01-14,1081.50,926.34,1275.63,174.53,48.48,1234.40
2015-01-15,1078.90,916.96,1268.03,174.35,46.25,1264.70
2015-01-16,1077.50,923.15,1253.56,173.39,48.69,1276.90
2015-01-19,1078.60,919.91,1249.88,173.23,47.52,1276.60
2015-01-20,1087.00,920.48,1259.18,174.72,46.47,1294.20
2015-01-21,1084.00,919.74,1254.51,174.30,47.78,1293.70
2015-01-22,1084.70,920.33,1258.90,174.49,46.31,1300.70
2015-01-23,1082.30,914.41,1219.32,173.60,45.59,1292.60
2015-01-26,1082.20,914.95,1216.18,172.92,45.15,1279.40
2015-01-27,1078.00,912.94,1221.16,172.53,46.23,1291.70
2015-01-28,1082.90,919.04,1227.03,173.21,44.45,1285.90
2015-01-29,1093.50,927.48,1232.59,174.71,44.53,1254.60
2015-01-30,1095.80,930.77,1242.97,175.02,48.24,1278.50
2015-02-02,1102.00,935.96,1248.35,175.64,49.57,1276.20
2015-02-03,1099.20,936.45,1246.27,175.23,53.05,1259.70
2015-02-04,1085.70,925.10,1244.54,173.69,48.45,1263.80
2015-02-05,1090.70,929.84,1239.47,174.39,50.48,1262.00
2015-02-06,1090.20,929.09,1247.62,174.52,51.69,1233.90
2015-02-09,1095.50,922.99,1242.95,175.24,52.86,1240.80
2015-02-10,1092.00,919.66,1235.93,174.92,50.02,1231.60
2015-02-11,1100.50,919.69,1245.44,176.17,48.84,1219.00
2015-02-12,1107.50,925.93,1254.02,177.20,51.21,1220.10
2015-02-13,1100.30,925.48,1257.86,176.23,52.78,1226.50
2015-02-16,1101.50,928.60,1257.69,175.74,52.78,1230.00
2015-02-17,1105.20,931.71,1254.29,175.87,53.53,1208.10
2015-02-18,,,,,52.14,1199.70
2015-02-19,,,,,51.83,1207.10
2015-02-20,,,,,50.81,1204.40
2015-02-23,1109.70,930.18,1257.62,176.82,49.45,1200.30
2015-02-24,1111.80,931.86,1259.11,177.15,49.28,1196.90
2015-02-25,1098.50,924.90,1249.54,175.15,50.99,1201.00
2015-02-26,1095.00,922.26,1243.15,174.72,48.17,1209.60
2015-02-27,1099.70,921.79,1234.08,174.85,49.76,1212.60
2015-03-02,1101.30,918.06,1232.35,175.09,49.59,1207.70
2015-03-03,1097.80,916.44,1227.56,174.69,50.52,1204.00
2015-03-04,1100.80,919.56,1225.52,175.24,51.53,1200.60
2015-03-05,1100.20,918.13,1215.28,175.28,50.76,1195.90
2015-03-06,1098.60,914.43,1208.57,175.11,49.61,1164.10
2015-03-09,1109.20,918.59,1207.59,176.72,50.00,1166.40
2015-03-10,1124.00,921.92,1207.96,179.12,48.29,1160.10
2015-03-11,1126.20,927.45,1200.19,179.45,48.17,1150.70
2015-03-12,1122.50,926.92,1192.88,178.95,47.05,1152.10
2015-03-13,1128.80,929.59,1198.45,179.98,44.84,1152.60
2015-03-16,1131.00,932.17,1191.62,180.21,43.88,1153.30
2015-03-17,1126.70,927.86,1192.61,180.17,43.46,1148.30
2015-03-18,1129.20,931.26,1198.08,180.96,44.66,1151.40
2015-03-19,1120.00,928.31,1193.02,180.24,45.53,1169.10
2015-03-20,1126.30,931.52,1203.11,181.14,46.57,1184.80
2015-03-23,1115.80,928.60,1202.94,179.58,47.45,1188.00
2015-03-24,1101.00,921.49,1209.23,177.34,47.51,1191.70
2015-03-25,1102.00,921.17,1208.89,177.37,49.21,1197.30
2015-03-26,1105.00,931.94,1218.37,177.86,51.43,1205.10
2015-03-27,1106.80,926.89,1198.66,178.00,48.87,1199.80
2015-03-30,1105.90,923.97,1201.12,178.14,48.68,1184.80
2015-03-31,1110.00,924.08,1191.03,178.83,47.60,1183.10
2015-04-01,1105.00,918.61,1184.89,178.00,50.09,1208.10
2015-04-02,1093.80,914.78,1183.93,176.28,49.14,1200.90
2015-04-03,1092.80,913.18,1188.64,176.21,,
2015-04-06,1084.90,911.45,1191.22,175.07,52.14,1218.60
2015-04-07,1091.50,909.81,1184.06,176.03,53.98,1210.60
2015-04-08,1091.50,910.57,1184.50,175.86,50.42,1203.10
2015-04-09,1091.00,907.50,1172.17,175.52,50.79,1193.60
2015-04-10,1093.80,909.30,1160.63,175.93,51.64,1204.60
2015-04-13,1102.50,913.04,1163.47,177.01,51.91,1199.30
2015-04-14,1095.50,915.13,1155.86,176.08,53.29,1192.80
2015-04-15,1096.60,917.12,1159.87,176.59,56.39,1201.50
2015-04-16,1088.70,912.42,1157.72,175.70,56.71,1198.00
2015-04-17,1080.90,909.31,1169.64,174.64,55.74,1202.90
2015-04-20,1079.70,908.76,1161.97,174.13,56.38,1193.50
2015-04-21,1082.50,905.48,1156.54,174.63,56.61,1202.90
2015-04-22,1078.70,902.98,1163.27,174.19,56.16,1186.90
2015-04-23,1083.10,903.26,1162.38,174.86,57.74,1194.40
2015-04-24,1079.20,903.40,1173.63,174.26,57.15,1175.20
2015-04-27,1073.70,900.60,1163.03,172.52,56.99,1203.30
2015-04-28,1071.60,900.28,1168.47,172.56,57.06,1217.60
2015-04-29,1068.10,896.21,1175.34,172.19,58.58,1213.70
2015-04-30,1074.30,903.61,1204.29,173.13,59.63,1186.10
2015-05-01,,,,,59.15,1178.10
2015-05-04,1080.90,900.22,1205.20,173.98,58.93,1190.60
2015-05-05,,,,,60.40,1197.10
2015-05-06,1081.20,902.43,1214.40,174.30,60.93,1194.10
2015-05-07,1092.70,915.77,1241.31,176.01,58.94,1186.10
2015-05-08,1089.70,907.71,1223.73,175.42,59.39,1192.70
2015-05-11,1092.00,910.76,1220.20,175.74,59.25,1186.70
2015-05-12,1096.60,913.60,1234.77,176.56,60.75,1192.60
2015-05-13,1097.80,916.67,1233.38,176.91,60.50,1218.40
2015-05-14,1091.30,915.21,1243.10,176.01,59.88,1225.40
2015-05-15,1086.60,909.14,1234.27,175.07,59.69,1225.50
2015-05-18,1086.50,908.07,1237.20,175.11,59.43,1227.80
2015-05-19,1089.50,907.84,1219.48,175.57,57.99,1206.90
2015-05-20,1096.50,907.10,1218.87,176.68,58.98,1208.90
2015-05-21,1092.10,903.38,1218.02,176.15,60.72,1204.40
2015-05-22,1090.60,903.04,1218.09,175.99,59.72,1204.30
2015-05-25,,,,,59.82,1205.70
2015-05-26,1106.30,901.19,1205.20,178.30,58.03,1187.20
2015-05-27,1104.80,897.99,1206.00,178.02,57.51,1185.60
2015-05-28,1105.50,892.54,1209.75,178.25,57.68,1188.10
2015-05-29,1109.20,895.67,1215.68,178.78,60.30,1189.40
2015-06-01,1112.50,896.96,1212.51,179.39,60.20,1188.30
2015-06-02,1113.40,894.08,1221.62,179.52,61.26,1194.10
2015-06-03,1107.20,890.75,1232.20,178.55,59.64,1184.70
2015-06-04,1110.30,895.48,1260.41,178.97,58.00,1174.90
2015-06-05,1112.80,891.67,1252.90,179.32,59.13,1167.80
2015-06-08,1122.60,895.43,1248.44,180.77,58.14,1173.20
2015-06-09,1119.90,900.75,1262.91,180.33,60.14,1177.30
2015-06-10,1110.00,904.79,1256.96,178.71,61.43,1186.10
2015-06-11,1111.60,899.21,1252.33,179.02,60.77,1179.90
2015-06-12,1117.30,903.23,1247.35,179.86,59.96,1178.80
2015-06-15,1117.30,904.55,1255.40,179.83,59.52,1185.30
2015-06-16,1118.90,905.77,1260.55,180.15,59.97,1180.50
2015-06-17,1118.30,903.53,1259.43,180.07,59.92,1176.40
2015-06-18,1103.30,899.11,1256.77,177.80,60.45,1201.50
2015-06-19,1108.00,900.37,1253.48,178.55,59.61,1201.50
2015-06-22,1100.30,893.90,1246.31,177.35,60.38,1183.70
2015-06-23,1105.00,893.51,1242.79,178.11,61.01,1176.20
2015-06-24,1108.30,894.73,1243.73,178.73,60.27,1172.60
2015-06-25,1111.30,898.38,1244.77,178.99,59.70,1171.50
2015-06-26,1119.50,907.43,1255.30,180.31,59.63,1172.90
2015-06-29,1122.90,913.08,1248.44,180.75,58.33,1178.50
2015-06-30,1116.30,914.78,1243.33,179.84,59.47,1171.50
2015-07-01,1120.50,913.20,1246.44,180.62,56.96,1169.00
2015-07-02,1126.50,911.63,1247.49,181.56,56.93,1163.00
2015-07-03,1123.50,912.97,1247.53,181.05,55.52,1167.10
2015-07-06,1126.00,918.96,1245.69,181.27,52.53,1172.90
2015-07-07,1133.50,924.02,1242.88,182.12,52.33,1152.40
2015-07-08,1136.70,934.86,1254.69,182.81,51.65,1163.30
2015-07-09,1133.20,933.83,1251.51,182.35,52.78,1159.00
2015-07-10,1130.10,925.10,1256.22,181.85,52.74,1157.70
2015-07-13,1131.80,916.59,1253.24,182.12,52.20,1155.20
2015-07-14,1142.10,925.15,1259.62,183.77,53.04,1153.30
2015-07-15,1144.50,925.67,1261.47,184.15,51.41,1147.20
2015-07-16,1147.70,926.09,1251.45,184.68,50.91,1143.80
2015-07-17,1146.20,923.98,1248.56,184.44,50.89,1131.80
2015-07-20,1155.00,929.28,1253.29,185.90,50.15,1106.70
2015-07-21,1154.40,928.35,1253.10,185.79,50.86,1103.40
2015-07-22,1152.80,931.33,1261.16,185.60,49.19,1091.40
2015-07-23,1161.00,937.80,1275.82,186.78,48.45,1094.00
2015-07-24,1170.40,943.95,1280.18,188.13,48.14,1085.60
2015-07-27,1167.80,945.74,1294.16,187.63,47.39,1096.50
2015-07-28,1166.50,943.54,1290.97,187.57,47.98,1096.30
2015-07-29,1160.50,938.69,1283.28,186.68,48.79,1092.60
2015-07-30,1170.40,942.58,1284.28,188.21,48.52,1088.40
2015-07-31,1172.20,943.42,1282.50,188.38,47.12,1094.90
2015-08-03,1167.50,940.32,1280.86,187.72,45.17,1089.40
2015-08-04,1164.00,938.48,1276.91,187.23,45.74,1090.70
2015-08-05,1171.00,941.32,1271.59,188.25,45.15,1085.70
2015-08-06,1168.10,935.60,1272.53,187.82,44.66,1090.20
2015-08-07,1166.70,935.01,1274.74,187.63,43.87,1094.10
2015-08-10,1163.70,933.65,1276.00,187.17,44.96,1104.20
2015-08-11,1176.50,943.24,1298.39,185.06,43.08,1107.60
2015-08-12,1182.60,950.64,1317.18,180.27,43.30,1123.20
2015-08-13,1174.60,943.00,1306.04,182.16,42.23,1115.70
2015-08-14,,,,,42.50,1112.90
2015-08-17,1183.00,950.58,1313.37,183.73,41.87,1118.60
2015-08-18,1182.00,950.77,1309.07,183.45,42.62,1117.10
2015-08-19,1182.50,952.02,1307.37,183.58,40.80,1128.10
2015-08-20,1190.00,960.22,1324.59,184.56,41.32,1153.00
2015-08-21,1194.00,971.52,1344.56,185.21,40.45,1159.60
2015-08-24,1201.80,997.76,1379.43,185.84,38.24,1153.40
2015-08-25,1183.00,990.21,1366.37,182.99,39.31,1138.20
2015-08-26,1187.10,993.14,1362.91,183.00,38.60,1124.60
2015-08-27,1180.00,980.07,1330.69,182.10,42.56,1122.40
2015-08-28,1177.00,974.74,1329.77,182.26,45.22,1133.10
2015-08-31,1182.50,975.42,1326.17,183.58,49.20,1131.60
2015-09-01,1176.00,981.31,1325.47,183.39,45.41,1138.70
2015-09-02,1184.00,987.82,1335.43,183.57,46.25,1132.50
2015-09-03,1190.30,989.77,1337.54,184.53,46.75,1123.70
2015-09-04,1191.30,1001.51,1328.06,184.75,46.05,1120.60
2015-09-07,1204.30,1009.47,1343.64,185.85,44.25,1118.00
2015-09-08,1197.50,997.67,1338.45,185.22,45.94,1120.40
2015-09-09,1193.50,990.95,1336.72,184.50,44.15,1102.20
2015-09-10,1186.50,981.96,1328.41,184.88,45.92,1109.50
2015-09-11,1186.00,983.99,1338.99,185.05,44.63,1103.50
2015-09-14,1182.50,984.19,1340.96,184.68,44.00,1107.70
2015-09-15,1181.50,988.37,1335.80,184.63,44.59,1102.80
2015-09-16,1174.50,976.55,1322.25,183.44,47.15,1119.20
2015-09-17,1167.50,965.75,1322.31,182.25,46.90,1117.30
2015-09-18,1162.00,974.51,1330.49,181.76,44.68,1138.10
2015-09-21,1176.50,978.30,1329.56,183.80,46.68,1133.10
2015-09-22,1182.50,986.49,1324.75,184.60,46.36,1125.00
2015-09-23,1189.50,989.19,1321.65,185.02,44.48,1131.60
2015-09-24,1194.00,995.08,1337.16,185.78,44.91,1153.80
2015-09-25,1194.00,987.27,1329.88,186.54,45.70,1146.00
2015-09-28,,,,,44.43,1132.00
2015-09-29,,,,,45.23,1127.10
2015-09-30,1181.50,982.95,1325.64,186.15,45.09,1115.50
2015-10-01,1177.00,979.94,1313.06,184.92,44.74,1114.20
2015-10-02,1183.00,984.68,1320.82,185.50,45.54,1137.10
2015-10-05,1168.00,972.04,1314.47,183.64,46.26,1138.10
2015-10-06,1167.00,969.43,1307.16,183.60,48.53,1146.80
2015-10-07,1157.00,964.09,1300.35,182.52,47.81,1149.00
2015-10-08,1161.50,969.69,1311.91,182.82,49.43,1144.70
2015-10-09,,,,,49.63,1156.30
2015-10-12,1144.00,951.91,1301.87,180.96,47.10,1164.90
2015-10-13,1149.50,960.48,1309.05,181.25,46.66,1165.80
2015-10-14,1145.00,957.12,1305.76,180.36,46.64,1180.10
2015-10-15,1127.00,952.66,1291.20,177.59,46.38,1187.90
2015-10-16,1133.00,950.74,1286.86,178.06,47.26,1183.60
2015-10-19,1123.50,941.19,1276.63,176.32,45.89,1173.30
2015-10-20,1132.00,946.80,1285.50,177.76,46.29,1178.00
2015-10-21,1137.00,947.82,1291.63,178.64,45.20,1167.60
2015-10-22,1138.00,950.39,1287.42,178.08,45.38,1166.60
2015-10-23,1128.00,937.34,1256.14,176.53,44.60,1163.30
2015-10-26,1132.50,936.57,1249.71,177.19,43.98,1167.00
2015-10-27,1133.50,940.98,1251.84,177.47,43.20,1166.80
2015-10-28,1131.50,940.17,1249.06,176.72,45.94,1177.10
2015-10-29,1144.50,948.14,1252.31,179.92,46.06,1147.20
2015-10-30,1138.50,943.33,1252.92,179.89,46.59,1141.50
2015-11-02,1140.50,945.77,1257.17,179.73,46.14,1135.80
2015-11-03,1133.50,938.41,1246.17,178.63,47.90,1114.20
2015-11-04,1133.50,934.69,1237.78,178.53,46.32,1106.50
2015-11-05,1138.50,935.65,1239.60,178.76,45.20,1104.40
2015-11-06,1142.00,937.06,1242.15,179.23,44.29,1087.60
2015-11-09,1159.00,939.07,1248.59,181.39,43.87,1087.90
2015-11-10,1158.50,939.96,1244.81,181.30,44.21,1088.20
2015-11-11,1156.00,938.85,1241.54,180.90,42.93,1084.70
2015-11-12,1159.50,942.91,1240.78,181.27,41.75,1080.80
2015-11-13,1166.00,949.98,1254.38,181.84,40.74,1080.80
2015-11-16,1172.30,954.72,1258.46,183.15,41.74,1083.70
2015-11-17,1172.50,950.78,1248.36,183.19,40.67,1068.70
2015-11-18,1171.00,949.79,1249.69,182.49,40.75,1068.80
2015-11-19,1164.00,944.73,1242.69,181.53,41.72,1078.00
2015-11-20,1156.50,941.32,1234.56,180.32,41.90,1076.40
2015-11-23,1159.50,941.92,1233.36,180.32,41.75,1066.80
2015-11-24,1153.80,941.95,1229.60,179.54,42.87,1074.30
2015-11-25,1144.00,934.72,1219.85,178.18,43.04,1070.50
2015-11-26,1149.50,938.21,1219.96,178.78,42.51,1070.90
2015-11-27,1156.00,944.52,1227.67,179.20,41.71,1056.20
2015-11-30,1158.00,941.69,1224.70,180.07,41.65,1065.80
2015-12-01,1158.00,942.08,1228.06,179.67,41.85,1063.80
2015-12-02,1163.50,944.86,1235.64,180.71,39.94,1054.20
2015-12-03,1164.50,942.99,1231.92,180.70,41.08,1061.70
2015-12-04,1161.00,945.44,1264.33,180.16,39.97,1084.50
2015-12-07,1168.00,946.44,1264.13,180.55,37.65,1076.40
2015-12-08,1177.50,957.16,1279.82,181.55,37.51,1076.30
2015-12-09,1182.00,962.62,1290.03,181.92,37.16,1077.60
2015-12-10,1181.00,969.78,1296.38,181.00,36.76,1073.10
2015-12-11,1181.50,969.08,1295.16,180.75,35.62,1076.90
2015-12-14,1185.50,978.05,1298.72,181.08,36.31,1064.70
2015-12-15,1181.00,976.36,1301.93,180.64,37.35,1062.90
2015-12-16,1177.00,965.70,1287.99,180.15,35.52,1078.00
2015-12-17,1180.50,964.54,1282.61,180.17,34.95,1050.80
2015-12-18,1184.00,977.06,1281.80,180.44,34.73,1066.20
2015-12-21,1177.50,969.61,1278.65,179.72,34.74,1081.90
2015-12-22,1171.00,967.13,1278.26,179.17,36.14,1074.80
2015-12-23,1176.50,972.31,1284.39,179.87,37.50,1069.40
2015-12-24,1170.50,972.58,1282.17,179.02,38.10,1077.20
2015-12-28,1166.00,966.99,1279.10,178.02,36.81,1070.50
2015-12-29,1168.50,970.68,1283.25,177.71,37.87,1077.50
2015-12-30,1173.00,974.09,1283.14,178.10,36.60,1060.10
2015-12-31,1177.50,978.07,1286.18,179.11,37.04,1060.30
2016-01-04,1189.50,999.41,1299.65,179.60,36.76,1075.10
2016-01-05,1189.50,997.48,1283.71,179.00,35.97,1078.40
2016-01-06,1200.00,1012.15,1287.96,178.65,33.97,1091.90
2016-01-07,1200.20,1020.58,1295.38,179.51,33.27,1107.70
2016-01-08,1199.50,1012.75,1303.86,179.41,33.16,1097.80
2016-01-11,1206.50,1023.67,1311.83,182.33,31.41,1096.50
2016-01-12,1212.50,1032.27,1319.44,184.07,30.44,1085.60
2016-01-13,1204.00,1017.75,1303.21,183.15,30.48,1087.50
2016-01-14,1214.00,1031.44,1325.08,183.59,31.20,1073.90
2016-01-15,1215.00,1033.87,1323.26,183.61,29.42,1091.50
2016-01-18,1211.50,1032.91,1319.32,183.66,28.94,1089.70
2016-01-19,1206.50,1024.28,1311.71,182.84,28.46,1089.90
2016-01-20,1216.50,1048.07,1333.53,184.29,28.35,1107.10
2016-01-21,1213.50,1038.33,1322.35,183.47,29.53,1099.10
2016-01-22,1199.00,1013.95,1299.36,181.50,32.19,1097.20
2016-01-25,1197.50,1012.34,1297.01,181.12,30.34,1106.20
2016-01-26,1205.00,1020.67,1307.43,182.27,31.45,1121.70
2016-01-27,1203.00,1017.51,1306.70,181.97,32.30,1116.10
2016-01-28,1206.00,1015.15,1314.06,182.41,33.22,1115.60
2016-01-29,1204.50,997.60,1312.42,182.06,33.62,1116.40
2016-02-01,1202.50,991.67,1305.31,181.97,31.62,1127.90
2016-02-02,1209.00,1001.91,1319.14,182.64,29.88,1127.30
2016-02-03,1217.00,1014.25,1327.87,183.34,32.28,1141.30
2016-02-04,1198.50,1018.18,1334.41,181.20,31.72,1157.60
2016-02-05,1197.50,1024.29,1339.64,182.05,30.89,1157.80
2016-02-08,,,,,29.69,1197.90
2016-02-09,,,,,27.94,1198.70
2016-02-10,,,,,27.45,1194.70
2016-02-11,1202.50,1077.90,1360.15,184.12,26.21,1247.90
2016-02-12,1208.00,1072.82,1361.54,184.87,29.44,1239.10
2016-02-15,1208.50,1061.20,1352.31,186.02,29.76,1209.10
2016-02-16,1215.00,1062.06,1356.67,186.49,29.04,1207.90
2016-02-17,1227.00,1077.73,1369.58,187.96,30.66,1211.10
2016-02-18,1229.50,1081.83,1368.93,188.50,30.77,1226.10
2016-02-19,1233.00,1090.47,1369.37,188.96,29.64,1230.40
2016-02-22,1231.50,1091.47,1365.49,188.74,33.39,1209.50
2016-02-23,1232.50,1098.58,1359.82,188.62,31.87,1222.30
