,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY,WTI,국제 금
2008-07-29,1008.80,937.55,1588.86,147.54,122.19,916.50
2008-07-30,1013.50,937.73,1580.05,148.56,126.77,902.90
2008-07-31,1012.10,938.69,1581.91,148.26,124.08,913.90
2008-08-01,1014.60,944.25,1579.83,148.52,125.10,909.00
2008-08-04,1017.40,944.40,1584.80,148.69,121.41,900.10
2008-08-05,1017.90,943.55,1579.07,148.69,119.17,878.60
2008-08-06,1015.90,937.61,1575.97,148.19,118.58,875.60
2008-08-07,1016.50,928.82,1572.32,148.42,120.02,870.70
2008-08-08,1027.90,935.05,1559.32,149.95,115.20,857.80
2008-08-11,1033.00,940.63,1553.94,150.65,114.45,821.50
2008-08-12,1034.70,941.49,1541.70,150.91,113.01,808.20
2008-08-13,1039.40,954.45,1554.73,151.39,116.00,825.00
2008-08-14,1039.80,949.24,1551.17,151.80,115.01,808.20
2008-08-15,,,,,113.77,786.00
2008-08-18,1046.90,950.43,1544.49,152.39,112.87,799.70
2008-08-19,1049.40,953.13,1536.95,152.73,114.53,811.10
2008-08-20,1049.30,953.39,1548.03,152.96,114.98,810.30
2008-08-21,1054.00,968.31,1559.92,153.76,121.18,833.00
2008-08-22,1063.50,974.44,1581.21,155.39,114.59,827.40
2008-08-25,1078.90,981.26,1589.65,157.87,115.11,819.80
2008-08-26,1089.40,993.07,1599.78,159.07,116.27,822.20
2008-08-27,1084.10,992.77,1596.01,158.49,118.15,828.10
2008-08-28,1081.80,992.29,1597.39,158.41,115.59,833.30
2008-08-29,1089.00,1001.47,1606.28,159.21,115.46,831.20
2008-09-01,1116.00,1036.50,1634.83,162.95,,
2008-09-02,1134.00,1047.48,1644.87,165.69,109.71,806.60
2008-09-03,1148.50,1053.19,1657.29,168.08,109.35,804.30
2008-09-04,1126.00,1038.55,1636.64,164.54,107.89,799.30
2008-09-05,1120.50,1052.41,1600.41,163.91,106.23,798.80
2008-09-08,1086.00,997.61,1553.52,158.96,106.34,798.50
2008-09-09,1101.30,1023.70,1555.48,160.98,103.26,788.10
2008-09-10,1092.50,1018.55,1546.76,159.78,102.58,758.90
2008-09-11,1108.50,1034.82,1545.25,161.97,100.87,742.10
2008-09-12,1110.10,1031.88,1561.80,162.30,101.18,761.00
2008-09-15,,,,,95.71,783.80
2008-09-16,1161.00,1118.17,1656.05,169.74,91.15,777.10
2008-09-17,1121.00,1062.26,1596.42,164.13,97.16,847.10
2008-09-18,1143.00,1086.81,1644.78,167.35,97.88,893.20
2008-09-19,1136.00,1056.35,1613.57,166.33,104.55,861.00
2008-09-22,1137.00,1071.02,1658.88,166.64,120.92,904.30
2008-09-23,1143.00,1080.34,1682.84,167.77,106.61,885.90
2008-09-24,1154.50,1088.12,1694.81,169.53,105.73,889.40
2008-09-25,1155.00,1091.17,1699.58,169.35,108.02,878.00
2008-09-26,1166.00,1106.79,1700.73,170.47,106.89,882.90
2008-09-29,1185.00,1116.03,1699.29,173.17,96.37,888.20
2008-09-30,1207.00,1152.38,1733.25,176.51,100.64,874.20
2008-10-01,1187.00,1116.44,1677.11,173.54,98.53,880.70
2008-10-02,1223.50,1162.14,1701.89,178.93,93.97,839.00
2008-10-03,,,,,93.88,828.90
2008-10-06,1272.00,1231.36,1729.03,185.83,87.81,862.70
2008-10-07,1312.00,1286.91,1775.79,191.95,90.06,878.40
2008-10-08,1395.00,1391.94,1904.18,204.40,88.95,903.10
2008-10-09,1373.00,1357.26,1890.62,201.38,86.59,883.10
2008-10-10,1284.00,1297.76,1750.61,188.26,77.70,855.40
2008-10-13,1236.00,1229.85,1686.52,181.07,81.19,838.90
2008-10-14,1205.00,1177.10,1645.07,176.43,78.63,836.30
2008-10-15,1243.00,1224.15,1691.85,181.99,74.54,835.50
2008-10-16,1345.00,1338.31,1811.04,196.93,69.85,801.50
2008-10-17,1310.00,1296.39,1760.25,191.74,71.85,785.10
2008-10-20,1315.00,1287.45,1773.94,192.56,74.25,787.60
2008-10-21,1325.50,1308.88,1757.22,193.96,70.89,766.10
2008-10-22,1363.00,1374.82,1753.91,199.33,66.75,733.30
2008-10-23,1408.80,1443.00,1806.79,206.15,67.84,713.30
2008-10-24,1440.00,1526.23,1813.68,210.37,64.15,729.10
2008-10-27,1454.50,1569.89,1810.27,212.34,63.22,741.70
2008-10-28,1466.00,1546.74,1833.53,214.26,62.73,739.30
2008-10-29,1420.00,1466.18,1802.69,207.60,67.50,752.80
2008-10-30,1269.00,1287.93,1671.78,185.80,65.96,738.50
2008-10-31,1298.00,1335.39,1650.15,189.74,67.81,718.20
2008-11-03,1263.00,1274.47,1617.65,184.78,63.91,726.80
2008-11-04,1280.00,1291.23,1616.51,187.22,70.53,757.30
2008-11-05,1266.00,1278.79,1623.65,185.30,65.30,742.40
2008-11-06,1327.00,1352.98,1711.43,194.29,60.77,732.20
2008-11-07,1323.00,1358.04,1693.97,193.79,61.04,734.20
2008-11-10,1333.00,1345.51,1706.91,195.25,62.41,746.50
2008-11-11,1346.00,1376.28,1717.09,197.22,59.33,732.80
2008-11-12,1353.00,1382.87,1704.10,198.15,56.16,718.30
2008-11-13,1390.00,1449.43,1727.49,203.51,58.24,705.00
2008-11-14,1397.50,1442.51,1775.38,204.76,57.04,742.50
2008-11-17,1404.00,1445.34,1773.25,206.02,54.95,742.00
2008-11-18,1437.00,1485.73,1811.34,210.86,54.39,732.70
2008-11-19,1446.50,1495.55,1828.38,212.10,53.62,736.00
2008-11-20,1500.00,1575.63,1875.00,219.52,49.62,748.70
2008-11-21,1505.00,1584.21,1885.77,220.25,49.93,791.80
2008-11-24,1515.00,1590.55,1908.90,221.88,54.50,819.50
2008-11-25,1502.30,1555.98,1934.96,220.05,50.77,818.50
2008-11-26,1478.10,1555.08,1911.63,216.51,54.44,808.50
2008-11-27,1478.00,1553.66,1907.21,216.46,,
2008-11-28,1463.00,1535.15,1893.56,214.23,54.43,816.20
2008-12-01,1450.00,1531.31,1831.35,211.06,49.28,774.60
2008-12-02,1466.00,1576.34,1843.93,212.88,46.96,781.30
2008-12-03,1470.00,1576.41,1866.90,213.52,46.79,768.80
2008-12-04,1477.00,1589.88,1868.41,214.56,43.67,763.80
2008-12-05,1475.50,1599.63,1885.39,214.49,40.81,750.50
2008-12-08,1452.00,1549.63,1872.50,211.14,43.71,767.40
2008-12-09,1448.00,1567.78,1858.07,210.62,42.07,772.40
2008-12-10,1393.80,1504.70,1808.87,203.18,43.52,807.10
2008-12-11,1358.50,1467.70,1785.07,198.32,47.98,824.90
2008-12-12,1376.00,1528.89,1826.64,200.88,46.28,818.90
2008-12-15,1371.00,1508.91,1842.62,200.09,44.51,835.40
2008-12-16,1362.00,1507.64,1865.53,198.98,43.60,841.70
2008-12-17,1314.00,1485.08,1859.57,192.11,40.06,867.50
2008-12-18,1292.00,1470.02,1864.87,189.17,36.22,859.60
2008-12-19,1290.00,1453.03,1837.22,188.73,42.36,836.40
2008-12-22,1315.00,1465.18,1850.47,192.39,39.91,846.20
2008-12-23,1354.00,1499.78,1895.60,197.95,38.98,837.20
2008-12-24,1313.00,1453.24,1833.47,191.82,35.35,847.10
2008-12-26,1303.00,1440.10,1832.67,190.36,37.71,870.40
2008-12-29,1285.00,1420.36,1829.33,187.59,40.02,874.60
2008-12-30,1325.00,1466.84,1867.59,193.71,39.03,870.00
2008-12-31,1310.00,1452.33,1847.76,191.52,44.60,884.30
2009-01-02,1328.00,1455.50,1848.84,193.59,46.34,879.50
2009-01-05,1318.00,1429.04,1814.89,192.41,48.81,857.80
2009-01-06,1308.00,1395.20,1755.86,191.23,48.58,866.00
2009-01-07,1295.00,1384.73,1756.02,189.60,42.63,841.70
2009-01-08,1332.00,1454.15,1807.52,194.94,41.70,854.50
2009-01-09,1335.00,1464.94,1826.28,195.38,40.83,855.00
2009-01-12,1354.50,1502.50,1808.93,197.74,37.59,821.00
2009-01-13,1353.00,1517.67,1796.51,197.89,37.78,820.70
2009-01-14,1344.00,1495.83,1790.21,196.49,37.28,808.80
2009-01-15,1382.00,1551.07,1820.09,202.19,35.40,807.30
2009-01-16,1360.00,1507.43,1795.20,198.98,36.51,839.90
2009-01-19,1370.00,1509.64,1821.14,200.39,,
2009-01-20,1375.50,1516.87,1779.62,201.16,38.74,855.20
2009-01-21,1375.00,1531.69,1774.99,201.08,43.55,850.10
2009-01-22,1375.00,1542.34,1791.63,201.32,43.67,858.80
2009-01-23,1391.50,1575.88,1783.49,203.14,46.47,895.80
2009-01-26,,,,,45.73,908.80
2009-01-27,,,,,41.58,899.50
2009-01-28,1377.00,1546.32,1827.69,201.46,42.16,888.20
2009-01-29,1375.00,1526.93,1797.13,201.17,41.44,905.10
2009-01-30,1379.50,1544.27,1779.14,201.83,41.68,927.30
2009-02-02,1391.00,1557.67,1772.27,203.21,40.08,906.70
2009-02-03,1391.00,1552.11,1788.13,203.51,40.78,892.00
2009-02-04,1383.00,1554.98,1797.49,202.43,40.32,901.60
2009-02-05,1383.00,1544.73,1771.62,202.49,41.17,913.60
2009-02-06,1377.00,1508.21,1763.94,201.76,40.17,913.90
2009-02-09,1383.00,1515.45,1782.27,202.40,39.56,892.40
2009-02-10,1384.50,1513.45,1788.77,202.71,37.55,913.70
2009-02-11,1395.00,1549.48,1804.15,204.13,35.94,943.80
2009-02-12,1401.00,1554.94,1806.59,205.12,33.98,948.50
2009-02-13,1404.20,1540.37,1811.42,205.59,37.51,941.50
2009-02-16,1428.00,1558.27,1819.13,209.08,,
2009-02-17,1460.00,1584.37,1844.42,213.45,34.93,967.00
2009-02-18,1463.00,1580.94,1847.77,214.05,34.62,977.70
2009-02-19,1487.00,1589.69,1873.32,217.56,39.48,976.10
2009-02-20,1507.00,1607.47,1898.82,220.48,40.03,1001.80
2009-02-23,1487.00,1588.17,1920.76,217.56,38.44,994.60
2009-02-24,1514.00,1591.17,1929.90,221.41,39.96,969.10
2009-02-25,1515.00,1561.21,1951.17,221.56,42.50,965.70
2009-02-26,1515.00,1548.13,1926.63,221.49,45.22,942.60
2009-02-27,1533.00,1569.09,1936.95,224.19,44.76,942.50
2009-03-02,1575.00,1616.55,1979.78,230.16,40.15,940.00
2009-03-03,1552.40,1586.35,1965.34,226.93,41.65,913.60
2009-03-04,1551.00,1565.09,1943.40,226.69,45.38,906.70
2009-03-05,1564.00,1571.54,1972.20,228.62,43.61,927.80
2009-03-06,1550.00,1591.38,1968.50,226.65,45.52,942.70
2009-03-09,1548.50,1570.17,1957.15,226.39,47.07,918.00
2009-03-10,1516.00,1537.37,1926.84,221.64,45.71,895.90
2009-03-11,1480.00,1501.32,1872.94,216.33,42.33,910.70
2009-03-12,1498.00,1554.75,1909.95,219.05,47.03,924.00
2009-03-13,1485.00,1514.69,1922.63,217.17,46.25,930.10
2009-03-16,1432.00,1458.55,1856.44,209.42,47.35,922.00
2009-03-17,1408.50,1428.50,1830.35,206.07,49.16,916.80
2009-03-18,1421.50,1440.66,1849.37,207.97,48.14,889.10
2009-03-19,1396.00,1459.18,1884.60,204.42,51.61,958.80
2009-03-20,1405.00,1488.03,1923.30,205.83,52.07,956.20
2009-03-23,1391.00,1448.66,1903.86,203.75,53.80,952.50
2009-03-24,1380.00,1404.87,1874.59,202.08,53.98,923.80
2009-03-25,1365.00,1396.85,1835.93,199.80,52.77,935.80
2009-03-26,1338.00,1364.61,1816.34,195.85,54.34,940.00
2009-03-27,1349.00,1376.81,1827.90,197.46,52.38,923.20
2009-03-30,1395.00,1449.50,1839.73,204.06,48.41,915.50
2009-03-31,1368.00,1390.53,1818.48,200.12,49.66,922.60
2009-04-01,1382.00,1397.65,1824.24,202.24,48.39,926.10
2009-04-02,1334.50,1344.18,1770.61,195.27,52.64,907.40
2009-04-03,1341.00,1347.06,1802.30,196.21,52.51,895.60
2009-04-06,1313.50,1302.82,1779.79,192.18,51.05,871.50
2009-04-07,1322.50,1316.31,1766.33,193.50,49.15,882.20
2009-04-08,1352.00,1356.88,1783.29,197.76,49.38,884.80
2009-04-09,1325.00,1323.02,1762.78,193.84,52.24,882.20
2009-04-10,1334.00,1327.63,1751.94,195.21,,
2009-04-13,1325.00,1316.97,1751.25,193.93,50.05,894.70
2009-04-14,1323.50,1326.95,1757.08,193.73,49.41,890.90
2009-04-15,1332.00,1347.22,1761.57,194.91,49.25,892.80
2009-04-16,1334.00,1351.16,1757.14,195.27,49.98,879.30
2009-04-17,1332.00,1342.07,1742.26,194.96,50.33,867.40
2009-04-20,1337.00,1349.55,1736.76,195.68,45.88,887.00
2009-04-21,1349.50,1375.92,1745.44,197.51,46.51,882.10
2009-04-22,1354.00,1377.70,1751.13,198.30,48.85,891.80
2009-04-23,1346.00,1370.25,1753.43,197.08,49.62,905.90
2009-04-24,1342.00,1381.65,1775.47,196.58,51.55,913.60
2009-04-27,1346.00,1392.51,1771.74,197.17,50.14,907.40
2009-04-28,1356.80,1414.51,1767.23,198.73,49.92,892.80
2009-04-29,1335.00,1379.99,1761.13,195.60,50.97,899.80
2009-04-30,1290.00,1320.37,1723.70,189.02,51.12,890.70
2009-05-01,,,,,53.20,887.60
2009-05-04,1274.30,1282.51,1696.60,186.89,54.47,901.60
2009-05-05,,,,,53.84,903.70
2009-05-06,1272.00,1291.37,1693.03,186.43,56.34,910.50
2009-05-07,1263.00,1276.66,1676.51,185.14,56.71,915.00
2009-05-08,1246.00,1253.77,1670.14,182.66,58.63,914.40
2009-05-11,1247.00,1275.05,1699.91,182.79,58.50,913.00
2009-05-12,1238.00,1267.79,1690.49,181.43,58.85,923.50
2009-05-13,1243.00,1290.36,1703.41,182.22,58.02,925.50
2009-05-14,1267.20,1325.66,1724.03,185.70,58.62,928.00
2009-05-15,1263.00,1325.29,1717.68,185.05,56.34,930.90
2009-05-18,1258.00,1317.55,1693.27,184.32,59.03,921.30
2009-05-19,1242.00,1285.85,1690.98,181.98,59.65,926.30
2009-05-20,1245.00,1296.20,1700.67,182.43,62.04,937.00
2009-05-21,1245.00,1318.44,1716.11,182.42,61.05,950.80
2009-05-22,1246.50,1323.11,1737.25,182.65,61.67,958.50
2009-05-25,1253.00,1319.78,1751.44,183.64,,
2009-05-26,1267.00,1337.06,1763.54,185.51,62.45,953.10
2009-05-27,1270.00,1330.96,1773.56,185.94,63.45,953.20
2009-05-28,1256.90,1299.52,1743.32,184.07,65.08,961.50
2009-05-29,1253.00,1300.60,1754.45,183.50,66.31,978.80
2009-06-01,1233.50,1304.60,1756.75,180.65,68.58,978.60
2009-06-02,1241.00,1286.01,1753.41,181.79,68.55,983.20
2009-06-03,1234.50,1284.33,1760.64,180.73,66.12,964.50
2009-06-04,1245.00,1293.64,1771.01,182.20,68.81,981.20
2009-06-05,1245.00,1287.09,1766.41,182.19,68.44,961.70
2009-06-08,1257.00,1274.72,1742.20,183.85,68.09,951.70
2009-06-09,1263.00,1287.72,1760.62,184.78,70.01,954.00
2009-06-10,1245.50,1276.65,1761.39,182.28,71.33,954.00
2009-06-11,1254.00,1282.34,1754.85,183.49,72.68,961.30
2009-06-12,1254.00,1280.51,1765.01,183.51,72.04,940.10
2009-06-15,1266.00,1287.37,1758.22,185.11,70.62,926.90
2009-06-16,1256.50,1302.75,1739.50,183.87,70.47,931.60
2009-06-17,1260.00,1307.87,1748.63,184.29,71.03,935.40
2009-06-18,1265.00,1320.05,1763.79,185.10,71.37,934.00
2009-06-19,1267.00,1308.21,1763.54,185.34,69.55,935.60
2009-06-22,1276.50,1329.69,1770.38,186.75,66.93,920.60
2009-06-23,1286.00,1352.40,1786.13,188.08,69.24,923.90
2009-06-24,1284.00,1346.48,1812.11,187.88,68.67,934.10
2009-06-25,1289.50,1337.38,1802.46,188.68,70.23,939.10
2009-06-26,1284.30,1338.79,1800.46,187.91,69.16,941.00
2009-06-29,1284.50,1344.46,1801.90,187.97,71.49,940.70
2009-06-30,1272.00,1330.96,1795.17,186.21,69.89,927.40
2009-07-01,1264.00,1305.79,1778.45,184.98,69.31,941.30
2009-07-02,1269.50,1312.55,1790.63,185.82,66.73,931.00
2009-07-03,1269.00,1323.53,1775.97,185.72,,
2009-07-06,1272.50,1336.94,1772.59,186.19,64.05,924.30
2009-07-07,1273.50,1341.23,1773.73,186.36,62.93,929.10
2009-07-08,1279.30,1357.20,1778.87,187.23,60.14,909.30
2009-07-09,1278.40,1368.88,1777.49,187.10,60.41,916.20
2009-07-10,1285.00,1383.80,1789.75,188.08,59.89,912.50
2009-07-13,1307.50,1415.04,1824.35,191.37,59.69,922.50
2009-07-14,1294.00,1388.26,1812.76,189.40,59.52,922.80
2009-07-15,1278.00,1366.26,1794.31,187.07,61.54,939.40
2009-07-16,1268.00,1354.27,1784.71,185.61,62.02,935.40
2009-07-17,1260.00,1346.30,1777.86,184.43,63.56,937.50
2009-07-20,1247.00,1318.04,1773.48,182.55,63.98,948.80
2009-07-21,1250.00,1328.37,1778.13,182.99,64.72,946.90
2009-07-22,1250.00,1337.76,1774.13,183.00,65.40,953.30
2009-07-23,1248.50,1323.26,1777.49,182.78,67.16,954.80
2009-07-24,1248.50,1314.90,1775.37,182.76,68.05,953.10
2009-07-27,1243.00,1307.05,1770.90,181.95,68.38,953.50
2009-07-28,1234.50,1299.20,1764.10,180.71,67.23,939.10
2009-07-29,1243.00,1316.60,1761.70,181.97,63.35,927.20
2009-07-30,1236.00,1300.37,1738.43,180.93,66.94,934.90
2009-07-31,1229.50,1285.42,1733.84,180.01,69.45,953.70
2009-08-03,1221.50,1286.87,1737.95,178.83,71.58,956.60
2009-08-04,1221.50,1285.92,1758.96,178.85,71.42,967.50
2009-08-05,1225.00,1289.61,1762.53,179.33,71.97,964.20
2009-08-06,1224.00,1286.25,1763.17,179.21,71.94,960.70
2009-08-07,1229.00,1288.40,1765.09,179.90,70.93,957.30
2009-08-10,1227.50,1260.91,1742.44,179.60,70.60,945.00
2009-08-11,1237.00,1277.36,1753.20,181.00,69.45,945.80
2009-08-12,1250.00,1311.65,1762.88,182.89,70.16,950.70
2009-08-13,1236.00,1283.89,1761.79,180.88,70.52,954.70
2009-08-14,1239.00,1302.29,1768.05,181.29,67.51,947.00
2009-08-17,1257.50,1327.46,1775.59,184.00,66.75,934.30
2009-08-18,1248.50,1312.97,1764.75,182.69,69.19,937.70
2009-08-19,1257.50,1334.22,1773.45,184.00,72.42,943.30
2009-08-20,1246.50,1322.13,1772.27,182.47,72.54,940.30
2009-08-21,1249.00,1330.14,1785.95,182.84,73.89,953.20
2009-08-24,1242.50,1308.86,1777.89,181.89,74.37,942.30
2009-08-25,1247.00,1324.20,1780.59,182.54,72.05,944.50
2009-08-26,1246.50,1323.81,1785.61,182.48,71.43,944.30
2009-08-27,1248.00,1334.05,1778.15,182.70,72.49,945.50
2009-08-28,1245.50,1325.71,1785.42,182.34,72.74,957.50
2009-08-31,1249.50,1346.88,1784.54,182.94,69.96,952.20
2009-09-01,1242.50,1332.87,1784.60,181.91,68.05,955.20
2009-09-02,1250.50,1347.96,1777.46,183.07,68.05,977.10
2009-09-03,1245.50,1348.67,1780.19,182.34,67.96,996.30
2009-09-04,1241.50,1338.11,1773.23,181.76,68.02,995.40
2009-09-07,1234.50,1324.71,1772.12,180.79,,
2009-09-08,1229.50,1331.64,1773.18,180.08,71.10,998.50
2009-09-09,1228.00,1327.71,1779.13,179.83,71.31,995.90
2009-09-10,1223.00,1326.75,1782.16,179.10,71.94,995.70
2009-09-11,1222.00,1344.19,1783.88,178.98,69.29,1005.20
2009-09-14,1226.00,1354.10,1786.04,179.56,68.86,1000.20
2009-09-15,1216.50,1334.61,1775.85,178.14,70.93,1005.30
2009-09-16,1207.50,1337.95,1775.87,176.90,72.51,1019.20
2009-09-17,1206.00,1331.42,1777.64,176.67,72.47,1012.60
2009-09-18,1209.30,1326.42,1775.25,177.12,72.04,1009.40
2009-09-21,1206.50,1310.99,1768.01,176.70,69.71,1003.90
2009-09-22,1201.50,1315.41,1776.42,176.01,71.55,1014.40
2009-09-23,1196.50,1314.69,1770.46,175.30,68.97,1013.10
2009-09-24,1191.00,1314.57,1757.68,174.47,65.89,997.60
2009-09-25,1185.50,1308.21,1740.91,173.62,66.02,990.30
2009-09-28,1195.00,1333.41,1746.13,175.04,66.84,992.50
2009-09-29,1188.50,1323.79,1733.90,174.09,66.71,993.10
2009-09-30,1178.00,1311.66,1720.94,172.56,70.61,1008.00
2009-10-01,1174.50,1305.29,1713.60,172.06,70.82,999.50
2009-10-02,,,,,69.95,1003.20
2009-10-05,1172.50,1304.66,1714.20,171.76,70.41,1016.70
2009-10-06,1170.50,1312.22,1723.80,171.46,70.88,1038.60
2009-10-07,1170.50,1326.50,1721.69,171.46,69.57,1043.30
2009-10-08,1166.50,1321.36,1724.44,170.88,71.69,1055.40
2009-10-09,1164.00,1304.20,1715.74,170.55,71.77,1047.80
2009-10-12,1171.00,1294.92,1720.78,171.59,73.27,1056.70
2009-10-13,1169.00,1298.02,1726.61,171.26,74.15,1064.20
2009-10-14,1164.00,1306.40,1734.36,170.55,75.18,1063.90
2009-10-15,1156.50,1291.60,1728.39,169.41,77.58,1049.80
2009-10-16,1163.50,1276.05,1735.24,170.44,78.53,1050.70
2009-10-19,1169.00,1291.00,1746.14,171.25,79.61,1057.30
2009-10-20,1167.00,1293.50,1746.77,170.96,79.09,1057.80
2009-10-21,1177.00,1298.40,1761.03,172.40,81.37,1063.70
2009-10-22,1193.00,1305.82,1786.99,174.73,81.19,1057.80
2009-10-23,1182.00,1287.44,1776.78,173.14,80.50,1055.60
2009-10-26,1176.50,1280.20,1768.87,172.32,78.68,1042.10
2009-10-27,1185.00,1287.90,1765.65,173.52,79.55,1034.70
2009-10-28,1194.00,1309.93,1771.54,174.89,77.46,1029.90
2009-10-29,1193.00,1316.05,1758.84,174.72,79.87,1047.10
2009-10-30,1184.00,1299.67,1754.92,173.40,77.00,1040.40
2009-11-02,1184.00,1314.39,1746.64,173.42,78.13,1054.00
2009-11-03,1183.00,1313.28,1747.65,173.26,79.60,1084.90
2009-11-04,1181.50,1304.80,1741.29,173.08,80.40,1087.30
2009-11-05,1182.00,1308.68,1751.96,173.14,79.62,1089.30
2009-11-06,1168.00,1290.32,1737.63,171.09,77.43,1095.70
2009-11-09,1159.50,1285.19,1734.61,169.86,79.43,1101.40
2009-11-10,1160.00,1290.04,1736.87,169.91,79.05,1102.50
2009-11-11,1157.00,1285.84,1735.15,169.50,79.28,1114.60
2009-11-12,1158.50,1290.81,1737.05,169.71,76.94,1106.60
2009-11-13,1160.00,1284.32,1725.85,169.95,76.35,1116.70
2009-11-16,1154.00,1287.95,1730.42,169.06,78.90,1139.20
2009-11-17,1154.00,1298.38,1725.92,169.05,79.14,1139.40
2009-11-18,1153.50,1294.03,1717.79,168.98,79.58,1141.20
2009-11-19,1158.00,1301.85,1724.26,169.61,77.46,1141.90
2009-11-20,1160.00,1305.57,1729.44,169.90,77.47,1146.80
2009-11-23,1154.50,1302.61,1728.17,169.09,77.56,1164.70
2009-11-24,1158.50,1306.82,1726.17,169.64,76.02,1165.80
2009-11-25,1153.00,1305.33,1730.08,168.87,77.96,1187.00
2009-11-26,1155.50,1331.22,1743.65,169.26,,
2009-11-27,1182.00,1372.98,1755.62,173.09,76.05,1174.20
2009-11-30,1161.00,1347.34,1749.63,170.07,77.28,1181.10
2009-12-01,1161.00,1333.72,1745.22,170.08,78.37,1199.10
2009-12-02,1154.50,1324.12,1740.64,169.12,76.60,1212.00
2009-12-03,1151.00,1310.64,1740.66,168.62,76.46,1217.40
2009-12-04,1150.00,1304.30,1735.24,168.47,75.47,1168.80
2009-12-07,1154.00,1285.36,1717.15,169.00,73.93,1163.40
2009-12-08,1157.00,1300.29,1713.52,169.46,72.62,1142.80
2009-12-09,1162.00,1321.96,1710.93,170.18,70.67,1120.40
2009-12-10,1164.50,1323.75,1712.63,170.60,70.54,1125.70
2009-12-11,1163.50,1312.02,1713.84,170.44,69.87,1119.40
2009-12-14,1158.00,1307.29,1699.94,169.58,69.51,1123.30
2009-12-15,1161.60,1303.41,1697.91,170.14,70.69,1122.40
2009-12-16,1164.50,1298.94,1692.83,170.56,72.66,1135.50
2009-12-17,1178.50,1314.56,1696.45,172.59,72.65,1106.80
2009-12-18,1177.00,1309.96,1692.29,172.38,73.36,1110.80
2009-12-21,1184.00,1309.30,1696.08,173.40,72.47,1095.40
2009-12-22,1179.00,1293.33,1689.51,172.66,74.40,1086.00
2009-12-23,1184.50,1291.99,1689.10,173.49,76.67,1093.30
2009-12-24,1176.00,1289.90,1689.68,172.24,78.05,1104.10
2009-12-28,1170.50,1278.54,1683.18,171.41,78.77,1107.20
2009-12-29,1170.50,1275.75,1687.63,171.41,78.87,1097.00
2009-12-30,1163.00,1262.21,1668.21,170.35,79.28,1091.50
2009-12-31,1159.00,1256.10,1671.05,169.79,79.36,1095.20
2010-01-04,1153.00,1238.59,1649.37,168.90,81.51,1117.70
2010-01-05,1140.50,1241.16,1648.59,167.06,81.77,1118.10
2010-01-06,1138.50,1235.62,1630.90,166.75,83.18,1135.90
2010-01-07,1135.50,1225.18,1633.76,166.31,82.66,1133.10
2010-01-08,1132.00,1213.29,1621.36,165.80,82.75,1138.20
2010-01-11,1119.50,1212.10,1623.61,164.01,82.52,1150.70
2010-01-12,1123.00,1223.31,1630.26,164.52,80.79,1128.90
2010-01-13,1125.50,1234.37,1631.41,164.88,79.65,1136.40
2010-01-14,1121.70,1221.50,1630.62,164.32,79.39,1142.60
2010-01-15,1124.00,1236.25,1621.26,164.65,78.00,1130.10
2010-01-18,1125.50,1236.95,1618.24,164.87,,
2010-01-19,1127.00,1245.58,1624.01,165.09,79.02,1139.70
2010-01-20,1137.50,1251.10,1615.82,166.63,77.74,1112.30
2010-01-21,1138.50,1244.13,1604.37,166.78,76.08,1102.70
2010-01-22,1146.00,1267.00,1621.59,167.88,74.54,1089.20
2010-01-25,1149.50,1273.68,1625.62,168.39,75.26,1095.20
2010-01-26,1164.00,1291.18,1639.96,170.52,74.71,1097.90
2010-01-27,1162.50,1301.06,1633.89,170.29,73.67,1084.50
2010-01-28,1151.50,1275.19,1614.98,168.68,73.64,1083.60
2010-01-29,1157.00,1281.85,1614.36,169.49,72.89,1083.00
2010-02-01,1168.00,1292.75,1622.12,171.10,74.43,1104.30
2010-02-02,1159.00,1278.40,1616.81,169.78,77.23,1117.40
2010-02-03,1148.50,1271.31,1606.06,168.24,76.98,1111.40
2010-02-04,1153.00,1266.75,1598.87,168.90,73.14,1062.40
2010-02-05,1171.00,1308.67,1603.33,171.54,71.19,1052.20
2010-02-08,1172.00,1309.94,1602.71,171.68,71.89,1065.70
2010-02-09,1161.50,1296.75,1595.32,170.16,73.75,1076.70
2010-02-10,1158.50,1290.23,1597.22,169.69,74.52,1075.80
2010-02-11,1157.10,1286.10,1594.83,169.40,75.28,1094.20
2010-02-12,1153.00,1280.83,1573.73,168.84,74.13,1089.50
2010-02-16,1151.00,1281.31,1573.07,168.57,77.01,1119.30
2010-02-17,1143.50,1267.60,1573.34,167.47,77.33,1119.50
2010-02-18,1148.50,1263.89,1556.91,168.09,79.06,1118.00
2010-02-19,1160.50,1262.79,1564.35,169.94,79.81,1121.30
2010-02-22,1147.50,1253.41,1563.93,168.07,80.31,1112.60
2010-02-23,1146.50,1260.86,1567.27,167.94,78.86,1102.70
2010-02-24,1154.00,1277.54,1560.79,169.05,80.00,1096.50
2010-02-25,1162.00,1300.21,1565.91,170.22,78.17,1107.80
2010-02-26,1159.00,1297.15,1573.34,169.78,79.66,1118.30
2010-03-01,,,,,78.70,1117.80
2010-03-02,1153.00,1291.73,1560.59,168.89,79.68,1136.90
2010-03-03,1147.00,1290.50,1562.10,168.05,80.87,1142.70
2010-03-04,1146.00,1297.85,1564.18,167.91,80.21,1132.60
